Applicant_ID,Applicant_Gender,Owned_Car,Owned_Realty,Total_Children,Total_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status
5068748,F      ,0,0,0,157500,Working                                           ,Higher education                                  ,Civil marriage                                    ,With parents                                      ,1,0,0,0,Accountants                                       ,2,37,1,0,10,1
5068749,F      ,0,1,0,135000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,49,7,1,29,1
5068750,F      ,0,1,0,135000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,49,7,0,24,1
5068751,F      ,0,1,0,135000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,49,7,0,24,1
5068752,F      ,0,1,0,135000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,49,7,0,11,1
5068753,F      ,0,1,0,135000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,49,7,0,24,1
5068754,F      ,0,1,0,135000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,49,7,0,5,1
5068755,F      ,0,1,0,135000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,49,7,0,24,1
5068756,F      ,0,1,0,135000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,49,7,0,24,1
5068757,F      ,0,1,0,135000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,49,7,0,15,1
5068758,F      ,0,1,0,135000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,49,7,0,19,1
5068759,F      ,0,1,0,135000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,49,7,0,24,1
5068760,F      ,0,1,0,135000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,49,7,0,24,1
5068761,F      ,0,1,0,135000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,49,7,0,24,1
5068762,F      ,0,1,0,135000,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,49,7,0,24,1
5068763,F      ,0,1,0,369000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,50,8,0,32,1
5068764,F      ,0,1,0,369000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,50,8,0,32,1
5068765,F      ,0,1,0,369000,State servant                                     ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,50,8,0,32,1
5068766,F      ,0,0,0,135000,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,45,6,0,23,1
5068768,F      ,0,0,0,135000,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,45,6,0,9,1
5068769,F      ,0,0,0,135000,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,45,6,0,13,1
5068770,F      ,0,0,0,135000,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,45,6,0,36,1
5068771,F      ,0,0,0,135000,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,45,6,0,36,1
5068772,F      ,0,0,0,135000,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,45,6,0,13,1
5068773,F      ,0,0,0,135000,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,45,6,0,13,1
5068774,F      ,0,0,0,135000,Working                                           ,Incomplete higher                                 ,Married                                           ,House / apartment                                 ,1,0,0,0,Core staff                                        ,2,45,6,0,10,1
5068779,F      ,0,0,0,180000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,1,1,0,Private service staff                             ,1,37,11,7,5,0
5068780,F      ,0,0,0,180000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,1,1,0,Private service staff                             ,1,37,11,0,13,1
5068782,F      ,0,0,0,180000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,1,1,0,Private service staff                             ,1,37,11,0,13,1
5068783,F      ,0,0,0,180000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,1,1,0,Private service staff                             ,1,37,11,0,3,1
5068784,F      ,0,0,0,180000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,1,1,0,Private service staff                             ,1,37,11,0,10,1
5068795,M      ,1,1,1,112500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Accountants                                       ,3,33,2,1,14,1
5068796,M      ,1,1,1,112500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Accountants                                       ,3,33,2,0,15,1
5068797,M      ,1,1,1,112500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Accountants                                       ,3,33,2,0,15,1
5068799,M      ,1,1,1,112500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Accountants                                       ,3,33,2,0,27,1
5068800,M      ,1,1,1,112500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Accountants                                       ,3,33,2,0,21,1
5068801,M      ,1,1,1,112500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Accountants                                       ,3,33,2,0,15,1
5068802,M      ,1,1,1,112500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Accountants                                       ,3,33,2,0,15,1
5068803,M      ,1,1,1,112500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Accountants                                       ,3,33,2,0,16,1
5068804,M      ,1,1,1,112500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Accountants                                       ,3,33,2,0,15,1
5068805,M      ,1,1,1,112500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Accountants                                       ,3,33,2,0,21,1
5068806,M      ,1,1,1,112500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Accountants                                       ,3,33,2,0,15,1
5068807,M      ,1,1,1,112500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Accountants                                       ,3,33,2,0,6,1
5068808,M      ,1,1,1,112500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Accountants                                       ,3,33,2,0,11,1
5068809,M      ,1,1,1,112500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Accountants                                       ,3,33,2,0,15,1
5068821,F      ,1,1,0,157500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Drivers                                           ,2,42,10,0,21,1
5068822,F      ,1,1,0,157500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Drivers                                           ,2,42,10,0,21,1
5068823,F      ,1,1,0,157500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Drivers                                           ,2,42,10,0,21,1
5068824,F      ,1,1,0,157500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Drivers                                           ,2,42,10,0,21,1
5068826,F      ,1,1,0,157500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Drivers                                           ,2,42,10,0,23,1
5068827,F      ,1,1,0,157500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Drivers                                           ,2,42,10,0,21,1
5068828,F      ,1,1,0,157500,Working                                           ,Higher education                                  ,Married                                           ,House / apartment                                 ,1,0,0,1,Drivers                                           ,2,42,10,0,10,1
5068830,F      ,0,1,1,157500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,Municipal apartment                               ,1,0,0,1,Sales staff                                       ,3,37,4,0,3,1
5068831,F      ,0,1,1,157500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,Municipal apartment                               ,1,0,0,1,Sales staff                                       ,3,37,4,0,3,1
5068832,F      ,0,1,1,157500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,Municipal apartment                               ,1,0,0,1,Sales staff                                       ,3,37,4,0,3,1
5068833,F      ,0,1,1,157500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,Municipal apartment                               ,1,0,0,1,Sales staff                                       ,3,37,4,0,3,1
5068834,F      ,0,1,1,157500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,Municipal apartment                               ,1,0,0,1,Sales staff                                       ,3,37,4,0,3,1
5068841,F      ,0,1,0,135000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Secretaries                                       ,1,63,12,0,20,1
5068842,F      ,0,1,0,135000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Secretaries                                       ,1,63,12,0,25,1
5068843,F      ,0,1,0,135000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Secretaries                                       ,1,63,12,0,16,1
5068844,F      ,0,1,0,135000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Secretaries                                       ,1,63,12,0,24,1
5068845,F      ,0,1,0,135000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Secretaries                                       ,1,63,12,0,25,1
5068852,M      ,0,1,0,157500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Laborers                                          ,1,57,4,0,29,1
5068853,M      ,0,1,0,157500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Laborers                                          ,1,57,4,1,41,1
5068854,M      ,0,1,0,157500,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,House / apartment                                 ,1,0,0,0,Laborers                                          ,1,57,4,0,28,1
5068855,M      ,1,1,1,180000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Laborers                                          ,3,30,8,4,41,1
5068857,M      ,0,1,1,135000,Commercial associate                              ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,40,4,0,8,1
5068858,M      ,0,1,1,135000,Commercial associate                              ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,40,4,0,18,1
5068862,M      ,0,1,1,135000,Commercial associate                              ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,40,4,0,8,1
5068863,M      ,0,1,1,135000,Commercial associate                              ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,40,4,0,5,1
5068864,M      ,0,1,1,135000,Commercial associate                              ,Secondary / secondary special                     ,Separated                                         ,House / apartment                                 ,1,0,0,0,Security staff                                    ,2,40,4,0,8,1
5068865,M      ,0,1,0,162000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,1,1,Low-skill Laborers                                ,2,28,2,2,29,1
5068875,F      ,0,0,1,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,With parents                                      ,1,0,1,1,Core staff                                        ,3,32,11,0,33,1
5068878,F      ,0,0,1,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,With parents                                      ,1,0,1,1,Core staff                                        ,3,32,11,1,10,1
5068879,F      ,0,0,1,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,With parents                                      ,1,0,1,1,Core staff                                        ,3,32,11,1,15,1
5068880,F      ,0,0,1,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,With parents                                      ,1,0,1,1,Core staff                                        ,3,32,11,0,33,1
5068881,F      ,0,0,1,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,With parents                                      ,1,0,1,1,Core staff                                        ,3,32,11,0,33,1
5068882,F      ,0,0,1,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,With parents                                      ,1,0,1,1,Core staff                                        ,3,32,11,0,4,1
5068883,F      ,0,0,1,112500,Working                                           ,Secondary / secondary special                     ,Married                                           ,With parents                                      ,1,0,1,1,Core staff                                        ,3,32,11,0,33,1
5068885,F      ,0,1,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,65,14,1,14,1
5068886,F      ,0,1,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,65,14,0,7,1
5068888,F      ,0,1,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,65,14,0,14,1
5068889,F      ,0,1,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,65,14,0,47,1
5068890,F      ,0,1,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,65,14,1,14,1
5068891,F      ,0,1,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,65,14,0,7,1
5068892,F      ,0,1,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,65,14,0,8,1
5068893,F      ,0,1,0,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Medicine staff                                    ,2,65,14,1,10,1
5068894,M      ,1,1,0,126000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,56,5,2,26,1
5068895,M      ,1,1,0,126000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,56,5,0,20,1
5068896,M      ,1,1,0,126000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,56,5,2,25,1
5068897,M      ,1,1,0,126000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,56,5,0,20,1
5068898,M      ,1,1,0,126000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,56,5,0,8,1
5068899,M      ,1,1,0,126000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,1,0,0,Laborers                                          ,2,56,5,0,20,1
5068900,M      ,0,0,0,225000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,Co-op apartment                                   ,1,0,0,0,Laborers                                          ,1,33,1,0,18,1
5068901,M      ,0,0,0,225000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,Co-op apartment                                   ,1,0,0,0,Laborers                                          ,1,33,1,0,4,1
5068902,M      ,0,0,0,225000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,Co-op apartment                                   ,1,0,0,0,Laborers                                          ,1,33,1,0,4,1
5068903,M      ,0,0,0,225000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,Co-op apartment                                   ,1,0,0,0,Laborers                                          ,1,33,1,0,17,1
5068905,F      ,1,1,1,157500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,3,43,13,0,57,1
5068906,F      ,1,1,1,157500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,3,43,13,0,2,1
5068907,F      ,1,1,1,157500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,3,43,13,0,16,1
5068908,F      ,1,1,1,157500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,3,43,13,0,8,1
5068909,F      ,1,1,1,157500,Commercial associate                              ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Sales staff                                       ,3,43,13,0,7,1
5068911,F      ,0,0,1,144000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Drivers                                           ,3,41,6,2,17,1
5068912,F      ,0,0,1,144000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Drivers                                           ,3,41,6,2,15,1
5068913,F      ,0,0,1,144000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Drivers                                           ,3,41,6,2,15,1
5068914,F      ,0,0,1,144000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Drivers                                           ,3,41,6,0,33,1
5068915,F      ,0,1,1,112500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Core staff                                        ,3,38,10,0,20,1
5068916,F      ,0,1,1,112500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Core staff                                        ,3,38,10,0,28,1
5068917,F      ,0,1,1,112500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Core staff                                        ,3,38,10,0,32,1
5068918,F      ,0,1,1,112500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Core staff                                        ,3,38,10,0,13,1
5068919,F      ,0,1,1,112500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Core staff                                        ,3,38,10,0,35,1
5068920,F      ,0,1,1,112500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Core staff                                        ,3,38,10,0,44,1
5068921,F      ,0,1,1,112500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Core staff                                        ,3,38,10,0,10,1
5068922,F      ,0,1,1,112500,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,House / apartment                                 ,1,0,0,0,Core staff                                        ,3,38,10,0,12,1
5068923,F      ,0,1,0,360000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,High skill tech staff                             ,2,48,3,0,17,1
5068927,F      ,0,0,0,270000,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,Office apartment                                  ,1,1,1,0,Sales staff                                       ,2,26,3,0,13,1
5068928,F      ,0,0,0,270000,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,Office apartment                                  ,1,1,1,0,Sales staff                                       ,2,26,3,0,5,1
5068929,F      ,0,0,0,270000,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,Office apartment                                  ,1,1,1,0,Sales staff                                       ,2,26,3,0,10,1
5068930,F      ,0,0,0,270000,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,Office apartment                                  ,1,1,1,0,Sales staff                                       ,2,26,3,0,12,1
5068931,F      ,0,0,0,270000,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,Office apartment                                  ,1,1,1,0,Sales staff                                       ,2,26,3,0,15,1
5068932,F      ,0,0,0,270000,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,Office apartment                                  ,1,1,1,0,Sales staff                                       ,2,26,3,0,16,1
5068933,F      ,0,0,0,270000,Working                                           ,Secondary / secondary special                     ,Civil marriage                                    ,Office apartment                                  ,1,1,1,0,Sales staff                                       ,2,26,3,0,26,1
5068934,M      ,1,1,2,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Security staff                                    ,4,42,13,1,6,1
5068935,M      ,1,1,2,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Security staff                                    ,4,42,13,1,6,1
5068936,M      ,1,1,2,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Security staff                                    ,4,42,13,1,6,1
5068937,M      ,1,1,2,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Security staff                                    ,4,42,13,1,6,1
5068940,M      ,1,1,2,225000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,1,Security staff                                    ,4,42,13,1,6,1
5068952,M      ,0,0,0,180000,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Managers                                          ,1,27,1,0,28,1
5068953,M      ,0,0,0,180000,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Managers                                          ,1,27,1,0,51,1
5068954,M      ,0,0,0,180000,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Managers                                          ,1,27,1,0,28,1
5068955,M      ,0,0,0,180000,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Managers                                          ,1,27,1,0,28,1
5068966,M      ,1,1,1,180000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Drivers                                           ,3,42,4,0,32,1
5068967,M      ,1,1,1,180000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Drivers                                           ,3,42,4,1,26,1
5068968,M      ,1,1,1,180000,Working                                           ,Secondary / secondary special                     ,Married                                           ,House / apartment                                 ,1,0,0,0,Drivers                                           ,3,42,4,0,32,1
5068971,F      ,0,1,0,292500,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,1,1,Managers                                          ,1,48,5,0,19,1
5068972,F      ,0,1,0,292500,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,1,1,Managers                                          ,1,48,5,0,2,1
5068973,F      ,0,1,0,292500,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,1,1,Managers                                          ,1,48,5,0,18,1
5068974,F      ,0,1,0,292500,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,1,1,Managers                                          ,1,48,5,0,2,1
5068975,F      ,0,1,0,292500,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,1,1,Managers                                          ,1,48,5,0,2,1
5068976,F      ,0,1,0,292500,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,0,1,1,Managers                                          ,1,48,5,0,6,1
5068978,M      ,1,0,0,153000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Laborers                                          ,1,30,4,0,38,1
5068979,M      ,1,0,0,153000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Laborers                                          ,1,30,4,1,43,1
5068980,M      ,1,0,0,153000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Laborers                                          ,1,30,4,0,16,1
5068981,M      ,1,0,0,153000,Working                                           ,Secondary / secondary special                     ,Single / not married                              ,With parents                                      ,1,0,0,0,Laborers                                          ,1,30,4,0,15,1
5068982,M      ,0,1,0,112500,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Laborers                                          ,1,41,18,0,24,1
5068983,M      ,0,1,0,112500,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Laborers                                          ,1,41,18,0,2,1
5068984,M      ,0,1,0,112500,Working                                           ,Higher education                                  ,Single / not married                              ,House / apartment                                 ,1,1,1,0,Laborers                                          ,1,41,18,0,20,1
